"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007163","establishment or maintenance of cell polarity","60/2265","226/18888",0.265486725663717,2.21391314540233,6.77678382766707,1.52386992284112e-09,3.9991647192474e-07,3.07145223807428e-07,"HES5/DOCK7/GPSM2/SNX27/KIAA1614/RHOU/PARD3/DLG5/RHOG/ILK/PARVA/MARK2/SIPA1/KAT5/TCIRG1/NUMA1/FEZ1/JAM3/ATN1/RAP1B/ARF6/PLEKHG3/IGF1R/CARMIL2/ENKD1/LLGL1/MYO18A/LLGL2/FOXJ1/CYTH1/SIPA1L3/ARHGAP35/RHOQ/PARD3B/MAPRE1/PARD6B/MYH9/MAP4/RHOA/FRMD4B/AMOTL2/HES1/FAT1/GOLPH3/ERBIN/WWC1/TRAF3IP2/GJA1/DYNLT1/KIF25/RAC1/AQP1/SCRIB/KANK1/CDK5RAP2/CRB2/ABL1/GPSM1/OPHN1/AMOT",60
"GO:1901342","regulation of vasculature development","81/2265","362/18888",0.223756906077348,1.86592513995097,6.14051356036098,1.55414014096872e-08,2.68022568311062e-06,2.05847614460939e-06,"PIK3CD/AGO1/ZC3H12A/HIPK1/GLUL/CHI3L1/ATP2B4/VASH2/TGFB2/SIRT1/ADM/VEGFB/RELA/ETS1/WNK1/FOXJ2/RAPGEF3/DCN/BTG1/COL4A2/SYNJ2BP/PGF/VASH1/TJP1/ADAM10/CTSH/JMJD8/PDPK1/TNFSF12/EPN2/MAPK7/ERBB2/JUP/STAT3/GRN/SPHK1/EMILIN2/TBXA2R/ANGPTL4/KLF2/TGFB1/EMILIN1/HK2/PDCL3/CXCR4/PLCG1/PTGIS/ADAMTS1/CLDN5/PPARG/TGFBR2/HYAL1/STAB1/ADAMTS9/PLXND1/FGF2/GAB1/VEGFC/TLR3/THBS4/SPARC/FGF18/NR2E1/SASH1/THBS2/DLL1/ITGB8/GPNMB/AQP1/HIPK2/ADGRA2/CEMIP2/NINJ1/TGFBR1/KLF4/DAB2IP/ENG/ABL1/FOXO4/AMOT/MECP2",81
"GO:0060562","epithelial tube morphogenesis","74/2265","335/18888",0.22089552238806,1.84206385292083,5.74012363986446,1.11677069833265e-07,1.41481802718947e-05,1.08661340583559e-05,"SKI/HES5/PIK3CD/PHACTR4/CSF1/VANGL2/TGFB2/DLG5/MMRN2/LZTS2/SUFU/FGFR2/ILK/DCHS1/ADM/C2CD3/YAP1/TULP3/RARG/TIMELESS/STARD13/NFATC4/PSEN1/DLL4/CTSH/RGMA/TSC2/TBX6/SALL1/CTNS/PFN1/MED1/SOX9/CCDC40/TGFB1/VASP/ARHGAP35/RASIP1/TEAD2/FUZ/SEMA4C/GLI2/CXCR4/ACVR1/STK4/PLXNB2/TGFBR2/SETD2/RHOA/DAG1/PLXND1/HES1/NPNT/LEF1/SEC24B/FGF2/CSF1R/DDR1/GJA1/DLL1/FZD1/PODXL/RDH10/STK3/MTSS1/SCRIB/PTCH1/ENG/ABL1/NOTCH1/PRKX/AR/MED12/GPC3",74
"GO:0045785","positive regulation of cell adhesion","98/2265","485/18888",0.202061855670103,1.68500853417082,5.64135499198354,1.14854346143612e-07,1.41481802718947e-05,1.08661340583559e-05,"PDPN/ARID1A/PLPP3/VAV3/CSF1/SOX13/CD55/TGFB2/DUSP10/ITPKB/NID1/PRKCQ/BMI1/MAP3K8/VSIR/ZMIZ1/GPAM/DOCK1/CD81/ILK/CD44/PTPRJ/RELA/KAT5/EFEMP2/ST3GAL4/ETS1/ARID2/PTPN11/SLC7A1/ZBTB1/AKT1/TJP1/CSK/PDPK1/STX4/BRD7/CYLD/ADGRG1/CBFB/ZFHX3/FLCN/LGALS9/ERBB2/SMARCE1/JUP/STAT5B/YES1/EMILIN2/SMAD7/RASAL3/FCHO1/PIK3R2/PLAUR/EMILIN1/MAP4K4/NCK2/GLI2/ITGA6/FN1/SOX12/RIN2/ADA/STK4/PPM1F/SMARCB1/TRIOBP/TGFBR2/SMARCC1/RHOA/DAG1/HYAL1/ABI3BP/ACTL6A/SOX2/BCL6/HES1/NPNT/LEF1/NDNF/ITGA2/CD74/RREB1/SOX4/CARMIL1/FYN/AFDN/RAC1/ZP3/CAV1/PODXL/SMARCD3/DOCK5/TESK1/SHB/ANXA1/NR4A3/ABL1",98
"GO:0031330","negative regulation of cellular catabolic process","55/2265","224/18888",0.245535714285714,2.04754020813623,5.82174580378605,1.30481376699616e-07,1.5373715060527e-05,1.1807373500499e-05,"NMNAT1/DFFA/TARDBP/MFSD2A/YBX1/MCL1/UBQLN4/ATP2B4/IKBKE/MAPKAPK2/HNRNPU/DDIT4/IL10RA/FEZ1/WNK1/TIGAR/USP30/UPF3A/AKT1/FURIN/TSC2/MLST8/MT3/TP53/FLCN/GIT1/TAF15/STAT3/IGF2BP1/NPC1/ELAVL1/SIRT2/APOC1/DHX34/RASIP1/TIMP3/EP300/TSPO/MYD88/WDR6/EIF4G1/RBM47/DAP/HNRNPAB/TENT5A/SYNCRIP/TRAF3IP2/TAB2/QKI/KIF25/ADRA1A/PABPC1/GOLGA2/RBM10/DKC1",55
"GO:0140747","regulation of ncRNA transcription","30/2265","97/18888",0.309278350515464,2.57909469515942,5.75545928919079,5.74575262930296e-07,5.38872692006252e-05,4.13866857730029e-05,"DEDD/TGFB2/BMPR1A/TEAD1/RELA/ETS1/KLF5/NFATC4/TP53/SREBF1/STAT3/SOX9/CC2D1A/NOTCH3/TGFB1/ZC3H4/MYCN/ATOH8/NCL/SMARCB1/PPARG/LARP7/FGF2/PPARD/EGFR/MEPCE/NFIB/KLF4/AR/APLN",30
"GO:0050673","epithelial cell proliferation","95/2265","482/18888",0.197095435684647,1.64359319611992,5.28343228154255,5.84331897587409e-07,5.38872692006252e-05,4.13866857730029e-05,"HES5/PIK3CD/RPS6KA1/COL8A2/TGFBR3/PYGO2/CDC73/VASH2/TGFB2/DUSP10/VSTM4/SIRT1/BMPR1A/MMRN2/FGFR2/CDKN1C/VEGFB/POLD4/CCND1/YAP1/SIDT2/FRS2/RB1/DACH1/ANG/SAV1/ZFP36L1/SYNJ2BP/PSEN1/PGF/VASH1/AKT1/DLL4/PDPK1/TNFSF12/FLCN/MED1/ERBB2/NR1D1/STAT5A/STAT3/GRN/STXBP4/SOX9/UHRF1/TGFB1/BAX/ZNF580/ATOH8/PDCL3/CFLAR/NRP2/BCL2L1/GDF5/PLCG1/STK4/PPARG/RAF1/HYAL1/SOX2/HES1/FGF2/VEGFC/THBS4/MCC/PURA/SPARC/FLT4/SERPINB1/RREB1/PPARD/CDKN1A/C6orf89/FABP7/EGFR/CAV1/LOXL2/ZNF703/SNAI2/PEX2/STK3/MTSS1/NFIB/B4GALT1/PTCH1/TGFBR1/NR4A3/DAB2IP/NOTCH1/PRKX/HDAC6/AR/APLN/GPC3/PLXNB3",95
"GO:0031529","ruffle organization","21/2265","56/18888",0.375,3.12715231788079,5.88444178833307,8.44709110692505e-07,7.49803557667641e-05,5.75866706422568e-05,"EPS8L2/RHOG/CORO1B/TCIRG1/INPPL1/RDX/EPS8/CORO1C/ARF6/CYFIP1/CSPG4/CARMIL2/INPP5K/PFN1/PLEKHM1/ARHGEF26/CSF1R/CARMIL1/RAC1/CAV1/KANK1",21
"GO:0098781","ncRNA transcription","39/2265","146/18888",0.267123287671233,2.22756055520276,5.49632338174063,9.00895090804451e-07,7.88087357695024e-05,6.05269562151457e-05,"DEDD/TGFB2/BMPR1A/POLR2L/TEAD1/RELA/ETS1/KLF5/ANG/NFATC4/ELL3/GTF3C1/TP53/SREBF1/STAT3/CAVIN1/SOX9/CC2D1A/NOTCH3/TGFB1/ZC3H4/MYCN/GTF3C2/ATOH8/NCL/SMARCB1/POLR2F/PPARG/LARP7/FGF2/PPARD/GTF3C6/EGFR/MEPCE/NFIB/KLF4/GTF3C5/AR/APLN",39
"GO:0098727","maintenance of cell number","45/2265","186/18888",0.241935483870968,2.01751762443922,5.1477242762033,2.68463282926137e-06,0.000190501696026749,0.000146309767587772,"SKI/HES5/SELENON/ARID1A/BCL9/CDC73/BMPR1A/TRIM8/SMC3/YAP1/BCL9L/SAV1/SIN3A/BCL7C/CNOT1/SMARCE1/STAT3/IGF2BP1/SOX9/ZNF358/ELAVL1/PAF1/ZFP36L2/KDM3A/SMARCB1/RAF1/SMARCC1/ACTL6A/SOX2/HES1/NIPBL/SAP30L/SOX4/NR2E1/DLL1/SRRT/LOXL2/KLF10/ZHX2/NFIB/FANCC/KLF4/NOTCH1/SMC1A/MED12",45
"GO:0010875","positive regulation of cholesterol efflux","13/2265","27/18888",0.481481481481481,4.01510914888398,5.78713287335489,4.01547374579637e-06,0.000247320403363539,0.000189947866557328,"SIRT1/NR1H3/LRP1/NFKBIA/ABCA8/ABCA7/PLTP/ABCG1/PPARG/CAV1/PTCH1/ABCA1/RXRA",13
"GO:0045216","cell-cell junction organization","49/2265","213/18888",0.230046948356808,1.91837826073438,4.97556016570063,4.57059020935811e-06,0.000270471397094956,0.000207728372363396,"NPHP4/RHOC/HIPK1/RAB13/INAVA/TGFB2/PARD3/DLG5/PLEKHA7/RDX/JAM3/CLDN10/PRKCH/TGFB3/TJP1/ADAM10/CSK/CDH1/MYO1C/FLCN/JUP/SMAD7/TJP3/TGFB1/PARD6B/CLDN5/NF2/RHOA/PAK2/UGT8/OCLN/F2RL1/CSF1R/GJA1/PERP/AFDN/MICALL2/CLDN15/CDHR3/CAV1/ZNF703/IKBKB/SNAI2/MTSS1/PLEC/TLN1/TJP2/TGFBR1/WHRN",49
"GO:0048638","regulation of developmental growth","68/2265","330/18888",0.206060606060606,1.71835440497692,4.85949382787055,4.84742037811449e-06,0.000284068246624263,0.00021817107148918,"MUL1/MACF1/MFSD2A/ZMPSTE24/TGFBR3/CSF1/DUSP10/BMPR1A/GPAM/FGFR2/CTTN/YAP1/PEX5/DIP2B/LATS2/SAV1/DIO3/AKT1/CYFIP1/SIN3A/SEMA4B/RGMA/MT3/CDH1/IST1/SOX15/STAT5B/STAT5A/STAT3/RND2/SPAG9/SMAD7/CTDP1/INSR/DNM2/CACNG7/FOSL2/SEMA4C/CXCR4/FN1/GDF5/STK4/SEMA3F/SPP1/FGF2/NIPBL/WWC1/JARID2/PPARD/CDKN1A/HEY2/LATS1/EZR/DLL1/LIMK1/ZP3/GPAT4/CHD7/STK3/SEMA4D/PTCH1/TGFBR1/ABL1/NOTCH1/HDAC6/AR/ARHGAP4/MECP2",68
"GO:0006970","response to osmotic stress","25/2265","81/18888",0.308641975308642,2.57378791595127,5.23949999632372,5.1104221986966e-06,0.000288285125152642,0.000221409733035512,"SLC2A1/PLK3/CASP1/WNK1/ZFP36L1/MLST8/PDPK1/CLN3/TP53/MAP2K7/PKN1/RELB/BAX/EFHD1/TSPO/MLC1/MYLK/TLR3/ITGA2/SERPINB6/AQP1/TSC22D4/LRRC8A/DDX3X/TSC22D3",25
"GO:0045834","positive regulation of lipid metabolic process","33/2265","123/18888",0.268292682926829,2.23731222742691,5.08181050885202,5.46422904363135e-06,0.000302413924007109,0.000232260981711016,"DISP3/LDLRAP1/MFSD2A/SLC45A3/CAPN2/SORBS1/PNPLA2/ADM/NR1H3/KAT5/TNFRSF1A/AKT1/IGF1R/MLST8/MLYCD/CTDNEP1/SREBF1/NR1D1/SIRT2/SPHK2/ABCG1/PLA2G6/PPARG/KAT2B/ABHD6/ZBTB20/CD74/PPARD/MLXIPL/RDH10/NR4A3/MID1IP1/ABCD1",33
"GO:0016032","viral process","83/2265","428/18888",0.19392523364486,1.61715665036826,4.76718867045426,5.70430147593513e-06,0.000302413924007109,0.000232260981711016,"TARDBP/TRIM62/ZC3H12A/ST6GALNAC3/IFI16/CD55/TRIM8/IFITM2/IFITM3/CD81/TRIM21/TRIM6/TSG101/RAB1B/ATG16L2/RSF1/ST3GAL4/BICD1/SELPLG/OAS3/SLC7A1/LAMP1/CHMP4A/ZFYVE1/AKT1/EIF2AK4/FURIN/IST1/INPP5K/TP53/LGALS9/TRIM25/BTBD17/NPC1/CTDP1/BSG/INSR/MVB12A/NECTIN2/CXCR4/IFIH1/TBC1D20/MAVS/STAU1/ZNFX1/RRP1B/SMARCB1/MORC2/APOBEC3F/EP300/DAG1/HYAL2/PARP9/RAB43/PLSCR1/TRIM59/LEF1/LARP7/ITGA2/CSF1R/CD74/TNIP1/MGAT1/DEK/DYNLT1/IGF2R/EIF3B/DDX56/EGFR/CDHR3/MDFIC/CAV1/SLC20A2/PABPC1/ST3GAL1/PARP10/TRIM14/MVB12B/NOTCH1/ZBED1/DDX3X/ZDHHC9/HCFC1",83
"GO:0031400","negative regulation of protein modification process","82/2265","426/18888",0.192488262910798,1.60517364673693,4.66343926287836,8.6643076001025e-06,0.000405408997474563,0.00031136361216525,"TARDBP/ZC3H12A/PLPP3/IVNS1ABP/ATP2B4/DUSP10/PARD3/SIRT1/PDCD4/CDKN1C/TRIM21/SWAP70/TSG101/PTPRJ/RELA/WNK1/CTDSP2/PTPRB/CRY1/CORO1C/LATS2/RB1/SNX6/SOCS4/PSEN1/AKT1/TSC2/PDPK1/INPP5K/ARRB2/FLCN/SRCIN1/SPAG9/SMAD7/HMG20B/PKN1/FXYD1/SIRT2/TGFB1/CADM4/RASIP1/BAX/NCK2/DBI/CTDSP1/RASSF2/SNTA1/DBNDD2/PPM1F/NF2/TSPO/PPARG/CRTAP/HYAL2/DUSP7/KLF15/WWTR1/CAMK2N2/EIF4G1/PAK2/ZFYVE28/PTPN13/OCLN/ZBED3/DUSP1/SOX4/CDKN1A/GCLC/FYN/LATS1/MLXIPL/LIMK1/CAV1/MFHAS1/IKBKB/DEPTOR/PARP10/TESK1/SEMA4D/DAB2IP/ABL1/HDAC6",82
"GO:0042060","wound healing","82/2265","430/18888",0.190697674418605,1.59024179886031,4.57017425331509,1.24208349115809e-05,0.000555349329824461,0.000426521301759082,"PDPN/ARHGEF19/PAFAH2/MACF1/PLPP3/VAV3/RHOC/CSRP1/TGFB2/PRKCQ/PAPSS2/MYOF/ENTPD1/CD151/ILK/CD59/CD44/AHNAK/CORO1B/PRCP/YAP1/ST3GAL4/ADIPOR2/ANO6/ERBB3/ELK3/SH2B3/F10/AJUBA/CHMP4A/ITPK1/CARMIL2/ALOX12/ERBB2/EMILIN2/MYL12A/NFATC1/CNN2/TBXA2R/TGFB1/CADM4/PLAUR/ARHGAP35/EMILIN1/CXCR4/TFPI/CFLAR/FN1/TUBB1/MYH9/PPARG/RAF1/RHOA/DAG1/DCBLD2/MYLK/PLSCR1/NDNF/ANXA5/FGF2/ITGA2/OCLN/F2RL1/RREB1/DDR1/PPARD/CDKN1A/C6orf89/PDGFA/GNA12/AQP1/CAV1/SCRIB/PLEC/KANK1/B4GALT1/TLN1/ANXA1/TGFBR1/VAV2/WAS/SYTL4",82
"GO:0060325","face morphogenesis","13/2265","31/18888",0.419354838709677,3.49703054902799,5.1360505900821,2.59469669835382e-05,0.000926721258654654,0.000711743647433835,"SKI/PTPN11/TGFB3/CRISPLD2/MYH3/COL1A1/CLDN5/EP300/CSRNP1/MSX1/LEF1/NIPBL/SCX",13
